Level: 1	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,8,0,0,0,0,0,0,0,0,0,0,8,8,8,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,8,1,0,0,0,0,0,0,0,1,0,0,8,8,8,0,8,0,1,0,0,7,0,0,0,0,8,8,0,0,1,0,8,0,0,0,1,1,1,0,1,1,7,1,0,0,0,8,0,1,1,0,8,1,5,5,1,0,0,6,0,0,0,0,1,5,5,8,0,1,1,0,0,1,5,5,1,0,1,1,1,0,0,0,1,5,5,0,0,1,1,0,1,7,5,5,1,0,0,0,0,0,0,1,1,5,5,0,0,1,1,1,1,7,1,1,1,0,8,8,8,8,0,1,1,1,1,7,7,1,1,5,5,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,5,0,8,0,1,1,1,7,7,1,1,1,0,8,0,0,0,1,1,1,1,1,8,0,1,0,0,0,8,0,0,1,0,8,0,0,0,1,1,1,1,1,0,0,1,5,0,0,0,8,5,1,0,0,1,5,5,1,1,5,5,0,8,0,1,5,1,8,0,1,5,1,0,8,1,5,5,1,1,5,5,8,0,0,1,5,1,0,0,1,5,1,0,0,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Level: 2	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,8,8,8,8,0,0,0,0,8,8,8,8,8,8,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,8,1,0,0,0,0,0,0,0,1,0,0,8,8,8,0,0,0,1,0,0,7,0,0,0,0,8,8,0,0,1,0,8,0,0,0,1,1,1,0,1,1,7,1,0,0,0,8,0,1,1,0,8,1,5,5,1,0,0,6,0,0,0,0,1,5,5,8,0,1,1,0,0,1,5,5,1,0,1,1,1,0,0,0,1,5,5,0,0,1,1,0,1,7,5,5,1,0,0,0,0,0,0,1,1,5,5,0,0,1,1,1,1,7,1,1,1,0,8,0,0,8,0,1,1,1,1,7,7,1,1,5,5,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,5,0,8,0,1,1,1,7,7,1,1,1,0,8,0,0,0,1,1,1,1,1,8,0,1,0,0,0,0,0,0,1,0,8,0,0,0,1,1,1,1,1,0,0,1,5,0,0,0,0,5,1,0,0,1,5,5,1,1,5,5,0,8,0,1,5,1,0,0,1,5,1,0,8,1,5,5,1,1,5,5,8,0,0,1,5,1,0,0,1,5,1,0,0,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Level: 3	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,8,8,8,8,0,0,0,0,8,8,8,8,8,8,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,8,1,1,0,0,0,0,0,0,1,0,0,8,8,8,0,0,0,1,0,0,7,0,0,0,0,8,8,0,0,1,0,8,0,0,0,1,1,1,0,1,1,7,1,0,0,0,8,0,1,1,0,8,1,5,5,1,0,0,6,0,0,0,0,1,5,5,8,0,1,1,0,0,1,5,5,1,0,1,1,1,0,0,0,1,5,5,0,0,1,1,0,1,7,5,5,1,0,0,0,0,0,0,1,1,5,5,0,0,1,1,1,1,7,1,1,1,0,8,0,0,8,0,1,1,1,1,7,7,1,1,5,5,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,5,0,8,0,1,1,1,7,7,1,1,1,0,8,0,0,0,1,1,1,1,1,8,0,1,0,0,0,0,0,0,1,0,8,0,0,0,1,1,1,1,1,0,0,1,5,0,0,0,0,5,1,0,0,1,5,5,1,1,5,5,0,8,0,1,5,1,0,0,1,5,1,0,8,1,5,5,1,1,5,5,8,0,0,1,5,1,0,0,1,5,1,0,0,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Level: 4	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,8,8,8,8,0,0,0,0,8,8,8,8,8,8,0,1,1,0,1,0,0,0,0,1,1,2,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,8,1,1,0,0,0,0,0,0,1,0,0,8,8,8,0,0,0,1,0,0,7,0,0,0,0,8,8,0,0,1,0,8,0,0,0,1,1,1,0,1,1,7,1,0,0,0,8,0,1,1,0,8,1,5,5,1,0,0,6,0,0,0,0,1,5,5,8,0,1,1,0,0,1,5,5,1,0,1,1,1,0,0,0,1,5,5,0,0,1,1,0,1,7,5,5,1,0,0,0,0,0,0,1,1,5,5,0,0,1,1,1,1,7,1,1,1,0,8,0,0,8,0,1,1,1,1,7,7,1,1,5,5,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,5,0,8,0,1,1,1,7,7,1,1,1,0,8,0,0,0,1,1,1,1,1,8,0,1,0,0,0,0,0,0,1,0,8,0,0,0,1,1,1,1,1,0,0,1,5,0,0,0,0,5,1,0,0,1,5,5,1,1,5,5,0,8,0,1,5,1,0,0,1,5,1,0,8,1,5,5,1,1,5,5,8,0,0,1,5,1,0,0,1,5,1,0,0,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Level: 5	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,8,8,8,8,0,0,0,0,8,8,8,8,8,8,0,1,1,0,1,0,0,0,0,1,1,2,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,8,1,1,0,0,0,0,0,0,1,0,0,8,8,8,0,0,0,1,0,0,7,0,0,0,0,8,8,0,0,1,0,8,0,0,0,1,1,1,0,1,1,7,1,0,0,0,8,0,1,1,0,8,1,5,5,1,0,0,6,0,0,0,0,1,5,5,8,0,1,1,0,0,1,5,5,1,0,1,1,1,0,0,0,1,5,5,0,0,1,1,0,1,7,5,5,1,0,0,0,0,0,0,1,1,5,5,0,0,1,1,1,1,7,1,1,1,0,8,0,0,8,0,1,1,1,1,7,7,1,1,5,5,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,5,0,8,0,1,1,1,1,7,1,1,1,0,8,0,0,0,1,1,1,1,1,8,0,1,0,0,0,0,0,0,1,0,8,0,0,0,1,1,1,1,1,0,0,1,5,0,0,0,0,5,1,0,0,1,5,5,1,1,5,5,0,8,0,1,5,1,0,0,1,5,1,0,8,1,5,5,1,1,5,5,8,0,0,1,5,1,0,0,1,5,1,0,0,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Level: 6	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,8,8,8,8,0,0,0,0,8,8,8,8,8,8,0,1,1,0,1,0,0,0,0,1,1,2,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,8,1,1,0,0,0,0,0,0,1,0,0,8,8,8,0,0,0,1,0,0,7,0,0,0,0,8,8,0,0,1,0,8,0,0,0,1,1,1,0,1,1,7,1,0,0,0,8,0,1,1,0,8,1,5,5,1,0,0,6,0,0,0,0,1,5,5,8,0,1,1,0,0,1,5,5,1,0,1,1,1,0,0,0,1,5,5,0,0,1,1,0,1,7,5,5,1,0,0,0,0,0,0,1,1,5,5,0,0,1,1,1,1,7,1,1,1,0,8,0,0,8,0,1,1,1,1,7,7,1,1,5,5,0,0,0,7,0,0,0,9,0,0,1,0,0,0,0,0,1,1,5,5,0,8,0,1,1,1,1,7,1,1,1,0,8,0,0,0,1,1,1,1,1,8,0,1,0,0,0,0,0,0,1,0,8,0,0,0,1,1,1,1,1,0,0,1,5,0,0,0,0,5,1,0,0,1,5,5,1,1,5,5,0,8,0,1,5,1,0,0,1,5,1,0,8,1,5,5,1,1,5,5,8,0,0,1,5,1,0,0,1,5,1,0,0,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Level: 7	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,8,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,8,0,0,5,5,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,8,8,5,5,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,8,8,0,5,5,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,8,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,8,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Level: 8	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,8,8,8,8,0,0,0,0,8,8,8,8,8,8,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,11,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,8,1,1,0,0,0,0,0,0,1,0,0,8,8,8,0,0,0,1,0,0,7,0,0,0,0,8,8,0,0,1,0,8,0,0,0,1,1,1,0,1,1,7,1,0,0,0,8,0,1,1,0,8,1,5,5,1,0,0,6,0,0,0,0,1,5,5,8,0,1,1,0,0,1,5,5,1,0,1,1,1,0,0,0,1,5,5,0,0,1,1,0,1,7,5,5,1,0,0,0,0,0,0,1,1,5,5,0,0,1,1,1,1,7,1,1,1,0,8,0,0,8,0,1,1,1,1,7,7,1,1,5,5,0,0,0,7,0,0,0,9,0,0,1,0,0,0,0,0,1,1,5,5,0,8,0,1,1,1,1,10,1,1,1,0,8,0,0,0,1,1,1,1,1,8,0,1,0,0,0,0,0,0,1,0,8,0,0,0,1,1,1,1,1,0,0,1,5,0,0,0,0,5,1,0,0,1,5,5,1,1,5,5,0,8,0,1,5,1,0,0,1,5,1,0,8,1,5,5,1,1,5,5,8,0,0,1,5,1,0,0,1,5,1,0,0,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Level: 9	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,8,8,8,8,0,0,0,0,8,8,8,8,8,8,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,11,1,1,0,1,0,0,0,11,1,1,0,0,1,1,11,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11,8,8,1,1,0,0,0,0,0,0,1,0,0,8,8,8,0,0,0,1,0,0,7,0,0,0,0,8,8,0,0,1,0,8,0,0,0,1,1,1,0,1,1,7,1,0,0,0,8,0,1,1,0,8,1,5,5,1,0,0,6,0,0,0,0,1,5,5,8,0,1,1,0,0,1,5,5,1,0,1,1,1,0,0,0,1,5,5,0,0,1,1,0,1,7,5,5,1,0,0,0,0,0,0,1,1,5,5,0,0,1,1,1,1,7,1,1,1,0,8,0,0,8,0,1,1,1,1,7,7,1,1,5,5,0,0,0,7,0,0,0,9,0,0,1,0,0,0,0,0,1,1,5,5,0,8,0,1,1,1,1,10,1,1,1,0,8,0,0,0,1,1,1,1,1,8,0,1,0,0,0,11,0,0,1,0,8,0,0,0,1,1,1,1,1,0,0,1,5,0,0,0,0,5,1,0,0,1,5,5,1,1,5,5,0,8,0,1,5,1,0,0,1,5,1,0,8,1,5,5,1,1,5,5,8,0,0,1,5,1,0,0,1,5,1,0,0,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Level: 10	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,8,8,8,8,0,0,0,0,8,8,8,8,8,8,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,11,1,1,0,1,0,0,11,11,1,1,0,0,1,1,11,11,0,0,1,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,11,8,8,1,1,0,0,0,0,0,0,1,0,0,8,8,8,0,0,0,1,0,0,7,0,0,0,0,8,8,0,0,1,0,8,0,0,0,1,1,1,0,1,1,7,1,0,0,0,8,0,1,1,0,8,1,5,5,1,0,0,6,0,0,0,0,1,5,5,8,0,1,1,0,0,1,5,5,1,0,1,1,1,0,0,0,1,5,5,0,0,1,1,0,1,7,5,5,1,0,0,0,0,0,0,1,1,5,5,0,0,1,1,1,1,7,1,1,1,0,8,0,0,8,0,1,1,1,1,7,7,1,1,5,5,0,0,0,7,0,0,0,9,0,0,1,0,0,0,0,0,1,1,5,5,0,8,0,1,1,1,1,10,1,1,1,0,8,0,0,0,1,1,1,1,1,8,0,1,0,0,0,11,0,0,1,0,8,0,0,0,1,1,1,1,1,0,0,1,5,0,0,0,0,5,1,0,0,1,5,5,1,1,5,5,0,8,0,1,5,1,0,0,1,5,1,0,8,1,5,5,1,1,5,5,8,0,0,1,5,1,0,0,1,5,1,0,0,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
